No;Nama Dosen;ID Dosen;Judul;Tahun;Jenis Artikel Ilmiah;Database Artikel;Link
169;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;The Technology Acceptance of Intelligent Silaturrahmi-based Collaboration Gamification Mechanic (ISb-GM) in Small Medium Enterprise;2023;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i_940FcAAAAJ&pagesize=100&citation_for_view=i_940FcAAAAJ:u5HHmVD_uO8C
170;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;An Integrated E-Learning Fuzzy Expert System for Acute Pharyngitis Diagnosis;2022;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150431719&origin=inward
171;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;DESAIN SISTEM PENENTUAN NILAI BONUS GAJI AKHIR TAHUN MENGGUNAKAN NAIVE BAYES DAN FUZZY MAMDANI;2022;Penelitian;Garuda;https://publishing-widyagama.ac.id/ejournal-v2/pws/article/view/3936/2094
172;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;Expert System Integrated with Medical Record for Infectious Diseases using Certainty Factor;2022;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138337411&origin=inward
173;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;Mamdani fuzzy expert system for online learning to diagnose infectious diseases;2022;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003203480&origin=inward
174;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;Prediction of o3 concentration level using fuzzy non-stationary method;2022;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i_940FcAAAAJ&pagesize=100&citation_for_view=i_940FcAAAAJ:zYLM7Y9cAGgC
175;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;Comparison of CBR and Dempster-Shafer Methods on Integrated Healthcare Expert Systems;2021;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i_940FcAAAAJ&pagesize=100&citation_for_view=i_940FcAAAAJ:9yKSN-GCB0IC
176;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;Perbandingan Metode CBR dan Dempster-Shafer pada Sistem Pakar Terintegrasi Layanan Kesehatan;2021;Penelitian;Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105002989691&origin=inward
177;Affi Nizar Suksmawati, S.Kom., M.Cs.;7;Metode Simple Additive Weighting (SAW) Untuk Menentukan Tampilan Perangkat Lunak Berdasarkan Prinsip Usability;2018;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i_940FcAAAAJ&pagesize=100&citation_for_view=i_940FcAAAAJ:qjMakFHDy7sC
178;Mamba'us Sa'adah, S.ST., M.T.;9;Systematic Review on the Ethics of Collecting and Using Respiratory Sound Datasets for the Development of AI-Based Diagnostic Models in the Biomedical Field;2025;Penelitian;ResearchGate;https://www.researchgate.net/publication/399109191
179;Mamba'us Sa'adah, S.ST., M.T.;9;Noise Reduction in RTL-SDR using Least Mean Square and Recursive Least Square;2020;Penelitian;ResearchGate;https://www.researchgate.net/publication/340956753
180;Mamba'us Sa'adah, S.ST., M.T.;9;Identical Instruments Detection using Least Mean Square Based Adaptive Filter;2019;Penelitian;ResearchGate;https://www.researchgate.net/publication/333592608
181;Mamba'us Sa'adah, S.ST., M.T.;9;Noise Cancellation in Gamelan Signal by Using Least Mean Square Based Adaptive Filter;2018;Penelitian;ResearchGate;https://www.researchgate.net/publication/325414717
182;Mamba'us Sa'adah, S.ST., M.T.;9;Quality of Service Analysis on Go-Jek Mobile App for Students;2018;Penelitian;ResearchGate;https://www.researchgate.net/publication/336999859
183;Mamba'us Sa'adah, S.ST., M.T.;9;Vice Presidential Election Prediction Period 2019-2024 using Simple Additive Weighting;2018;Penelitian;ResearchGate;https://www.researchgate.net/publication/338229374
184;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Discriminative Low-Frequency Current Feature Learning for Bearing Fault Diagnosis Under 10 Hz Sampling Constraints;2026;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:eMMeJKvmdy0C
185;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;DistilBERT-Based E-Commerce Sentiment Analysis;2026;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:tkaPQYYpVKoC
186;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Implementation of the LSTM Model for Speech-to-Text Systems in the Recognition of the Walikan Language of Malang;2026;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:HE397vMXCloC
187;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Improved Hybrid GoogLeNet-Based Deep Learning Optimization for Standardized Straw Mushroom Quality Classification in Indonesia;2026;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033473556&origin=inward
188;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;A Comparative Study of Text Classification Performance Using NBC and KNN with N-Gram Features in E-Government Services;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:VOx2b1Wkg3QC
189;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Analisis Sentimen Ulasan Aplikasi Identitas Kependudukan Digital Di Google Play Store Dengan Bert;2025;Penelitian;Google Scholar, Garuda;https://ejournal.itn.ac.id/jati/article/view/13358/7504
190;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;CLASSIFICATION OF GOLDFISH IMAGES USING K-NEAREST NEIGHBOR (KNN) BASED ON COLOR, SHAPE, AND TEXTURE FEATURES;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:mvPsJ3kp5DgC
191;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;CLASSIFICATION OF IMAGE QUALITY OF TUBAN LEGEN BEVERAGES USING CONVOLUTIONAL NEURAL NETWORK (CNN) METHOD BASED ON RANDOM FOREST;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:kRWSkSYxWN8C
192;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Classification Of Rice Plant Diseases Based on Leaf Images Using the Multi Class Support Vector Machine (M-SVM) Method;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:BrmTIyaxlBUC
193;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Classification of Starling Images Using a Bayesian Network;2025;Penelitian;Google Scholar, Scopus, Garuda;http://bright-journal.org/Journal/index.php/JADS/article/view/423/306
194;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Comparison of Machine Learning as an Inference Engine to Improve Expert Systems in Dengue Disease;2025;Penelitian;Google Scholar, Scopus, Garuda;http://joiv.org/index.php/joiv/article/view/3192/1319
195;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Detection of Hijaiyah Letters Handwritten in Early Childhood Using Yolov8;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:eflP2zaiRacC
196;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Development of a Deep Learning-Based Text-To-Speech System for the Malang Walikan Language Using the Pre-Trained SpeechT5 and Hifi-GAN Models;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:q3oQSFYPqjQC
197;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;HOLISTIC APPROACH: HUMAN RESOURCE DEVELOPMENT, MULTI-MANAGEMENT AND IMPLEMENTATION OF BIG DATA TECHNOLOGY AS A SUSTAINABILITY STRATEGY FOR THE EAST JAVA TOURISM INDUSTRY;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:5Ul4iDaHHb8C
198;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Hybrid Deep Learning for Text Detection in Power Grids: YOLOv8 &Fast R-CNN;2025;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030462988&origin=inward
199;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Hybrid YOLOv8 and Fast R-CNN for Accurate Schematic Detection in Power Distribution Networks;2025;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003816678&origin=inward
200;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Klasifikasi jenis patung menggunakan metode Convolutional Neural Network (CNN);2025;Penelitian;Google Scholar, Garuda;https://jurnal.mdp.ac.id/index.php/jatisi/article/view/9247/2208
201;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Maksimalisasi Keunggulan Bersaing: Perspektif Strategi MSDM &Strategi Marketing Pada UKM Industri Pariwisata Di Jawa Timur;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:B3FOqHPlNUQC
202;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Optimizer Sensitivity In Vision Transformerbased Iris Recognition: Adamw Vs Sgd Vs Rmsprop;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:geHnlv5EZngC
203;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;PENINGKATAN KOMPETENSI ROBOTIKA SISWA MADRASAH MI DAN RA BERBASIS LEGO WEDO 2.0;2025;Pengabdian Masyarakat;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:Tiz5es2fbqcC
204;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Sentiment Analysis Of Shopee Product Reviews Using Distilbert;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:LPZeul_q3PIC
205;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;SUSTAINABILITY INDUSTRI PARIWISATA: Multi Manajemen dan Implementasi Teknologi Big Data;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:Y5dfb0dijaUC
206;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Systematic Literature Review (SLR) untuk Kelestarian Pariwisata: Mengintegrasikan Pengembangan Sumber Daya Manusia, Model Manajemen, dan Teknologi Big Data;2025;Penelitian;Google Scholar, Garuda;https://journal.stiem.ac.id/index.php/jureq/article/view/2549/1059
207;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Systematic Review on the Ethics of Collecting and Using Respiratory Sound Datasets for the Development of AI-Based Diagnostic Models in the Biomedical Field;2025;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:V3AGJWp-ZtQC
208;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;A Detection of Malacca Woven Fabric Motifs Using the YOLOv4 Method;2024;Penelitian;Garuda;http://journal.ubpkarawang.ac.id/index.php/bit-cs/article/view/6081/4046
209;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;A Novel Hybrid Canny, Sobel, Robert, and Prewitt Algorithm for Enhanced Schematic Edge Detection in Power Distribution Networks;2024;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000203573&origin=inward
210;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Analisis sentimen aplikasi shopee, tokopedia, lazada dan blibli menggunakan leksikon dan Random Forest;2024;Penelitian;Google Scholar, Garuda;https://journal.eng.unila.ac.id/index.php/jitet/article/view/5155/2096
211;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Analysis Sentiment Pada Review Hotel Labuan Bajo Menggunakan Metode Bidirectional Long Short Term Memory (BI-LSTM);2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:D03iK_w7-QYC
212;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Analytical Comparison of Lung Cancer Classification Using K-Nearest Neighbor and NaÃ¯ ve Bayes Algorithms;2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:HoB7MX3m0LUC
213;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Classification of Regional Languages of Malaka Foho and Fehan Districts Using the Naïve Bayes Method;2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:738O_yMBCRsC
214;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;CLASSIFICATION OF SUMBA HORSE TYPES USING THE CONVULATION NEURAL NETWORK (CNN) METHOD;2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&cstart=100&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:8AbLer7MMksC
215;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Detection of Diseases and Pests on the Leaves of Sweet Potato Plants sing Yolov4;2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:M05iB0D1s5AC
216;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Detection of Diseases and Pests on The Leaves of Sweet Potato Plants Using Yolov4;2024;Penelitian;Garuda;http://journal.ubpkarawang.ac.id/index.php/bit-cs/article/view/6065/4045
217;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Detection of Likurai Dance Movement Types in Malaka Regency Using Yolov8 Based on Video;2024;Penelitian;Google Scholar, Garuda;https://ejournal.unkhair.ac.id/index.php/jiko/article/view/8815/5290
218;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Deteksi Kesegeran Ikan Layur Berdasarkan Citra Mata Menggunakan Yolov8;2024;Penelitian;Google Scholar, Garuda;https://ejournal.itn.ac.id/index.php/jati/article/view/11020/6255
219;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Determination of Training Participants in Community Work Training Centers Using the Naive Bayes Classifier Algorithm;2024;Penelitian;Garuda;http://joiv.org/index.php/joiv/article/view/1995/1019
220;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Determination of Training Participants in Community Work Training Centers Using the Naïve Bayes Classifier Algorithm;2024;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207008122&origin=inward
221;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Disease Segmentation in Purple Sweet Potato Images Using Yolov7;2024;Penelitian;Google Scholar, Garuda;http://journal2.unusa.ac.id/index.php/ATCSJ/article/view/6023/2638
222;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Effect of Hydroxy Gas Addition in Gasoline-ethanol Fuel Mixture on Performance of Spark Ignition Engine;2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:u_35RYKgDlwC
223;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Expression Detection of Children with Special Needs Using Yolov4-Tiny;2024;Penelitian;Google Scholar, Garuda;https://jurnal.fikom.umi.ac.id/index.php/ILKOM/article/view/1609/pdf
224;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Identification of Socio Economic Registration Data Using OCR Based Tesseract and Google Cloud Vision;2024;Penelitian;Google Scholar, Garuda;http://journal.ubpkarawang.ac.id/index.php/bit-cs/article/view/6258/5232
225;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;IMPLEMENTASI TEKNOLOGI IOT UNTUK PENINGKATAN PRODUKTIVITAS BUDIDAYA LOBSTER DI RAJ ORGANIK KOTA MALANG;2024;Pengabdian Masyarakat;Garuda;http://publishing-widyagama.ac.id/ejournal-v2/index.php/js/article/view/6498/3151
226;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Implementation Of Decision Support System Topsis Fuzzy MCDM Method For Web-Based Cafe Recommendation;2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:UxriW0iASnsC
227;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Intelligent classification and performance prediction of multi-text assessment with recurrent neural networks-long short-term memory;2024;Penelitian;Google Scholar, Scopus, Garuda;https://ijai.iaescore.com/index.php/IJAI/article/view/24700/14144
228;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Interaction of environmental quality with agricultural productivity and other determinants in Java-Bali, Indonesia;2024;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:J-pR_7NvFogC
229;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Klasifikasi Jenis Burung Cucak Berdasarkan Suara Menggunakan MFCC Dan Naive Bayes;2024;Penelitian;Google Scholar, Garuda;https://ejurnal.umri.ac.id/index.php/JIK/article/view/7558/3071
230;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;KLASIFIKASI JENIS SARUNG ADAT ILE APE MENGGUNAKAN GLCM DAN SVM;2024;Penelitian;Google Scholar, Garuda;https://ejournal.itn.ac.id/index.php/jati/article/view/10223/5854
231;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Klasifikasi Teks Berita Breaking News Di Manggarai Menggunakan Long Short Term Memory (LSTM);2024;Penelitian;Google Scholar, Garuda;https://ejournal.itn.ac.id/index.php/mnemonic/article/view/9939/5567
232;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;KLASIFIKASI TEKS PADA ULASAN OBJEK WISATA FULAN FEHAN MENGGUNAKAN METODE K-NEAREST NEIGHBOR (K-NN);2024;Penelitian;Google Scholar, Garuda;https://ejournal.itn.ac.id/index.php/jati/article/view/11865/6667
233;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;KLASIFIKASI TINGKAT TUTUR BAHASA SASAK BERBASIS TEKS MENGGUNAKAN NAIVE BAYES;2024;Penelitian;Google Scholar, Garuda;https://journal.eng.unila.ac.id/index.php/jitet/article/view/5149/2094
234;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;LOBSTER AGE DETECTION USING DIGITAL VIDEO-BASED YOLO V8 ALGORITHM;2024;Penelitian;Google Scholar, Garuda;http://jutif.if.unsoed.ac.id/index.php/jurnal/article/view/2144/542
235;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;MobileNet backbone based approach for quality classification of straw mushrooms (Volvariella volvacea) using convolutional neural networks (CNN);2024;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211461019&origin=inward
236;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Optimasi Klasifikasi Sentimen Komentar Pengguna Game Bergerak Menggunakan Svm, Grid Search Dan Kombinasi N-Gram;2024;Penelitian;Google Scholar, Garuda;https://jtiik.ub.ac.id/index.php/jtiik/article/view/8244/1333
237;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Pelatihan dan Pemanfaatan Website Sebagai E-commerce pada UKM Batik Poesaka Djagad di Kota Malang;2024;Pengabdian Masyarakat;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:yD5IFk8b50cC
238;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;PERBANDINGAN ALGORITMA NAIVE BAYES DAN KNN DALAM ANALISIS SENTIMEN ULASAN PENGGUNA APLIKASI CAPCUT;2024;Penelitian;Google Scholar, Garuda;https://journal.eng.unila.ac.id/index.php/jitet/article/view/5156/2097
239;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Aplikasi Alat Pabrik Mini Kascing Untuk Kelompok Pemanfaatan Limbah Organik;2023;Pengabdian Masyarakat;Google Scholar, Garuda;https://journal.unhas.ac.id/index.php/panritaabdi/article/view/18521/9452
240;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Best algorithm in sentiment analysis of presidential election in Indonesia on twitter;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168835162&origin=inward
241;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Children with Speech Disorders Voice Classification: LSTM and BiLSTM Approach Based on MFCC Features;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189759733&origin=inward
242;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Classification Facial Expressions of Children with Special Needs Using CNN;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171146920&origin=inward
243;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Classifying dental caries types using panoramic dental images using watershed method and multiclass support vector machine;2023;Penelitian;Google Scholar, Garuda;http://journal2.unusa.ac.id/index.php/ATCSJ/article/view/5910/2511
244;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Detection of Tempeh Maturity Quality Using YOLO Tiny V4;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163101867&origin=inward
245;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Disease segmentation in water hyacinth (Eichhornia Crassipes) images using YOLOv8;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186703608&origin=inward
246;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Effect Size of STEM-Based Problem Based Learning Model on Problem Solving Ability in Students;2023;Penelitian;Google Scholar;https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vEy_Ta0AAAAJ&pagesize=100&citation_for_view=vEy_Ta0AAAAJ:5ugPr518TE4C
247;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Fault Detection of Oil Palm Harvesting Using Yolo V4;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163090487&origin=inward
248;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Fertilizer Quality Detection For Purple Sweet Potato Plants Using YOLOv4-Tiny;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178010633&origin=inward
249;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Identification of Road Surface Defects Using Multiclass Support Vector Machine;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85176597413&origin=inward
250;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Identification of tempe fermentation maturity using principal component analysis and k-nearest neighbor;2023;Penelitian;Google Scholar, Garuda;https://jurnal.polgan.ac.id/index.php/sinkron/article/view/12006/1289
251;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Image Classification of Tempe Fermentation Maturity Using Naive Bayes Based on Linear Discriminant Analysis;2023;Penelitian;Garuda;https://publishing-widyagama.ac.id/ejournal-v2/jsae/article/view/4655/2552
252;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Implementation of Batik Dyeing Tools to Increase the Productivity of the Coloring Process in Batik SMEs;2023;Pengabdian Masyarakat;Garuda;https://ejournal.ipinternasional.com/index.php/ijcs/article/view/395/418
253;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Improvement of Starling Image Classification with Gabor and Wavelet Based on Artificial Neural Network;2023;Penelitian;Google Scholar, Scopus, Garuda;https://joiv.org/index.php/joiv/article/view/1381/805
254;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Moving Car Observation (MCO) for Road Surface Defect Identification Using GPS Video;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163131496&origin=inward
255;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Peningkatan Manajemen Keuangan Dan Pemasaran Pada Ukm Ubi Jalar Berbasis Web;2023;Pengabdian Masyarakat;Google Scholar, Garuda;http://jurnal.univrab.ac.id/index.php/jpm/article/view/3115/1507
256;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Peningkatan Standarisasi Kualitas Pupuk dan Ubi Berbasis Sistem Cerdas;2023;Pengabdian Masyarakat;Google Scholar, Garuda;https://ojs.uwgms.ac.id/index.php/abdimasmahakam/article/view/1919/1015
257;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Perbandingan Algoritma Naive Bayes Dan SVM Dalam Sentimen Analisis Marketplace Pada Twitter;2023;Penelitian;Google Scholar, Garuda;https://jurnal.mdp.ac.id/index.php/jatisi/article/view/3582/1171
258;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Quality Detection of Export Purple Sweet Potatoes Using Yolov4-Tiny;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171178912&origin=inward
259;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Quality Detection of Sweet Potato Leaves Using YOLOv4-Tiny;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178075591&origin=inward
260;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Schematic Edge Detection of Power Distribution Networks Using the Canny, Sobel, Robert, and Prewitt Algorithms;2023;Penelitian;Google Scholar, Scopus;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184856196&origin=inward
261;Aviv Yuniar Rahman, S.T., M.T., Ph.D.;10;Segmentasi Citra Burung Lovebird Menggunakan K-Means;2023;Penelitian;Google Scholar, Garuda;https://jurnal.mdp.ac.id/index.php/jatisi/article/view/3452/1169
